author,comment,time,likes,clean_comment
@RizkyTea-w1x,Semua pejabat jangan egois harus taat kinerja dg maksimal  karna sudah di sumpah tidak ada kejujuran setelah duduk di masing masing intansi malah bertingkah Tampa menghiraukan rakyat,2 bulan yang lalu,0,semua pejabat jangan egois taat kinerja dg maksimal karna sumpah kejujuran duduk masing masing intansi malah bertingkah tampa menghiraukan rakyat
@shafwannaufal3831,"Padahal taman kanak kanak aja harusnya jadi tempat yang baik...
Tapi tidak ini tempat gedung DPR malah jadi",2 bulan yang lalu,0,padahal taman kanak kanak aja harusnya jadi tempat baik tempat gedung dpr malah jadi
@tmaneakcrys9768,"Harusnya Gaji Guru & Gaji Buruh di naikan, gaji & fasilitas yg di terima Anggota DPR RI & DPRD di TURUNKAN",2 bulan yang lalu,0,harusnya gaji guru gaji buruh naikan gaji fasilitas yg terima anggota dpr ri dprd turunkan
@brotherbeardfighter712,"Sy biasanya tidak suka demo, tp  untuk kali ini sy sangat mendukung penuh demo besar²an,, kalo bukan kita siapa lagi yg akan menyuarakan jeritan kesengsaraan rakyat",2 bulan yang lalu,0,sy biasanya suka demo tp kali sy sangat mendukung penuh demo besaran kalo bukan siapa yg menyuarakan jeritan kesengsaraan rakyat
@IDHI86,"Kesenjangan sosial yang luar biasa, udah pula dicekik PAJAK, turunkan srimul, audit semua pimpinan pajak seluruh indonesia",2 bulan yang lalu,0,kesenjangan sosial luar biasa udah dicekik pajak turunkan srimul audit semua pimpinan pajak seluruh indonesia
@kuinnionio9894,Ayo Rakyat jadi lah Pahlawan yg adil demi Rakyat Indonesia.,2 bulan yang lalu,0,ayo rakyat jadi lah pahlawan yg adil rakyat indonesia
@kakroyy6656,"Tak terasa menetes air mata ini,lihat saudara ojol dilindas pihak yang punya kewenangan hukum disatu sisi para dewan perwakilan rakyat yang joget dengan rasa puasnya disaat kondisi saat ini rakyt lagi menederita..wahai pemimpinku yang adil,tolong tunjukkan keadialnmu bagi seluruh rakyat indonesia🙏",2 bulan yang lalu (diedit),0,tak terasa menetes air mata inilihat saudara ojol dilindas pihak punya kewenangan hukum disatu sisi dewan perwakilan rakyat joget rasa puasnya disaat kondisi rakyt menederitawahai pemimpinku adiltolong tunjukkan keadialnmu seluruh rakyat indonesia
@PrilliGrensa-v6u,"RICUH DIMANA MANA, Bubarkan segera DPR akar permasalahan.",2 bulan yang lalu,0,ricuh mana bubarkan segera dpr akar permasalahan
@illankmattujuang7769,Bubarkan saja DPR.... mereka hanya menghabiskan uang negara,2 bulan yang lalu,0,bubarkan dpr menghabiskan uang negara
@tonytoonn,Mksh selama ini rakyat ingin kemewahan. Untung ada DPR yg sdh mewakili kemewahan yg di impikan seluruh rakyat,2 bulan yang lalu,0,mksh selama rakyat kemewahan untung dpr yg sdh mewakili kemewahan yg impikan seluruh rakyat
@yulizarustam9893,"Mereka ga sadar gaji dan tunjangan mereka dari keringat rakyat miskin yg mereka peras, sungguh biadab kalian, menari diatas penderitaan rakyat yg kalian paksa utk membiayai hidup hedon kalian...😮",2 bulan yang lalu,0,ga sadar gaji tunjangan keringat rakyat miskin yg peras sungguh biadab kalian menari diatas penderitaan rakyat yg kalian paksa utk membiayai hidup hedon kalian
@MissSari_itel,Hati-hatilah bicara kala rakyat lagi lapar,2 bulan yang lalu,0,hatihatilah bicara kala rakyat lapar
@thealt1234,"Berkat eko patrio, uya kuya, ahmad sharoni, semangat para demonstran bergejolak, apalagi ditambah musibah mobil Rantis yg nabrak ojol",2 bulan yang lalu (diedit),0,berkat eko patrio uya kuya ahmad sharoni semangat demonstran bergejolak ditambah musibah mobil rantis yg nabrak ojol
@5ca.s8,Tiada empaty terhadap kesulitan rakyat. Sungguh menyedihkan. Semoga ada jalan keluar yang terbaik.,2 bulan yang lalu,0,tiada empaty kesulitan rakyat sungguh menyedihkan semoga jalan keluar terbaik
@Ayas_0714,"Rakyat hidup terhimpit dan serba sulit 
Para elit pejabat yg duduk sbgai wakil rakyat tidak ada empati dan selalu hidup bermewah-mewahan 
Sungguh miris melihat kelakuan para pejabat negri ini 
saya masih ingat kata alm.gusdur 
Benar kalau DPR di bubar kan",2 bulan yang lalu,0,rakyat hidup terhimpit serba sulit elit pejabat yg duduk sbgai wakil rakyat empati selalu hidup bermewahmewahan sungguh miris melihat kelakuan pejabat negri ingat kata almgusdur benar kalau dpr bubar kan
@jajangkurniawan5552,"Ekonomi sedang ambruk 
Rakyat di peras oleh berbagai pajak 

Sedangkan gaji orang orang gk guna di naikan signifikan 
Llu mereka joget joget 


Ya jelas rakyat naik pitam",2 bulan yang lalu,0,ekonomi sedang ambruk rakyat peras berbagai pajak gaji orang orang gk naikan signifikan llu joget joget jelas rakyat naik pitam
@AgusNurFirdaus,"Minimal kalo mau joget bikin Negara maju dulu kaya Swedia, Finlandia, Singapura.. Ini mah rakyat aja masih susah malah hura-hura.",2 bulan yang lalu,0,minimal kalo mau joget bikin negara maju dulu kaya swedia finlandia singapura mah rakyat aja susah malah hurahura
@triturasih3903,mana keadilan sosial bagi seluruh rakyat indonesia..,2 bulan yang lalu,0,mana keadilan sosial seluruh rakyat indonesia
@otentaubatdarirt1639,"Ya Allah inilah Yang Menyakiti Rakyat Mereka kerja tu Gak ada Gunanya bagi Rakyat..Malah Minta Tunjangan Berlebihan.
Sudah Rakyat Susah cari kerja miskin ini malah Menari di atas Penderitaan Rakyat..Gak ada Perasaan.",2 bulan yang lalu,0,allah inilah menyakiti rakyat kerja tu gak gunanya rakyatmalah minta tunjangan berlebihan rakyat susah cari kerja miskin malah menari atas penderitaan rakyatgak perasaan
@indartodarto34,"Mereka menjadi anggota DPR bukan untuk memperjuangkan rakyat tapi biar di hormati sebagai pejabat dan menikmati fasilitas yang ada,semoga ini menjadi pembelajaran",2 bulan yang lalu,0,menjadi anggota dpr bukan memperjuangkan rakyat biar hormati pejabat menikmati fasilitas adasemoga menjadi pembelajaran
@jagopedang9397,"Kata siapa 104jt /bln
Cari video wawancara Krisdayanti.., masih ada tunjangan aspirasi dan lainnya 450jt 5x dan 140jt 8x, per tahun..,
Pendapatan DPR pusat itu sekitar 4-5 Milyar per tahun, Komisaris Pertamina sekitar 40M / Tahun, 
Coba Pejabat ini dipotong tunjangannya.. lumayan turunin BBM dan stabilkan harga pasar",2 bulan yang lalu,0,kata siapa jt bln cari video wawancara krisdayanti tunjangan aspirasi lainnya jt x jt x per tahun pendapatan dpr pusat milyar per tahun komisaris pertamina m tahun coba pejabat dipotong tunjangannya lumayan turunin bbm stabilkan harga pasar
@sweetsweet9079,"Inilah akibat ,jika para pemimpin sdah mulai lupa ,apa dan tujuan dipilih jadi pemimpin dan membawa amanah ,dan kamu harus bertanggung jawab dunia akhirat..",2 bulan yang lalu,0,inilah akibat pemimpin sdah mulai lupa apa tujuan dipilih jadi pemimpin membawa amanah kamu bertanggung jawab dunia akhirat
@safiinsimaluy5107,"Yg dr kesehatan hrus naik jg,mreka kerja tdk mngenal libur,hari rayapun tetap masuk.klu guru msih ada liburnya jg dan kerjanya cm pagi sampai siang sj.",2 bulan yang lalu,0,yg dr kesehatan hrus naik jgmreka kerja tdk mngenal liburhari rayapun tetap masukklu guru msih liburnya jg kerjanya cm pagi siang sj
@titoaprilian7243,"Gaji buruh protesnya ke perusahaan atau atasan selama masih di atas UMR masih aman, kasian guru honorer tuh yg gajinya bahkan jauh di bawah buruh",2 bulan yang lalu,0,gaji buruh protesnya perusahaan atasan selama atas umr aman kasian guru honorer tuh yg gajinya bahkan jauh bawah buruh
@AlishaRahmaDitta,Bukan d turunkan Tapi Di Cabut dan di Pecattt,2 bulan yang lalu,0,bukan d turunkan cabut pecattt
@ZainalAbidin-c1m,Gaji guru di turunkan 😂,2 bulan yang lalu,0,gaji guru turunkan
@Azzahra5775,"Harusnya, emang guru honorer gaji ddi naikin saya gerasain, kadang dapet 100,pernah 75000 1 bulan tapi gak tau hati selalu sabar.. Yg penting badan sehaat, itu yg terutama",2 bulan yang lalu,0,harusnya emang guru honorer gaji ddi naikin gerasain kadang dapet pernah bulan gak tau hati selalu sabar yg penting badan sehaat yg terutama
@Binsyasumeh,"​ @safiinsimaluy5107  guru cukup, kecuali honorer & buruh jg pegawai"" kesehatan dr puskesmas hingga RS",1 bulan yang lalu,0,safiinsimaluy guru cukup honorer buruh jg pegawai kesehatan dr puskesmas hingga rs
@dennywidya,Mbakar ngrampok rumah orang juga? Wkkkkk,2 bulan yang lalu,0,mbakar ngrampok rumah orang wkkkkk
@EtiSuryati-g7s,Syh jga muak lihat uya eko,2 bulan yang lalu,0,syh jga muak lihat uya eko
@sriyansih7240,​ @dennywidya coba pas demo ada satu aja wakil mereka nemuin pendemo pasti ndak akan ada bakar  n ngrampok plus semua ada alasan nya bro,2 bulan yang lalu,0,dennywidyacoba pas demo satu aja wakil nemuin pendemo ndak bakar n ngrampok plus semua alasan nya bro
@Nadhira-g3o,​ @dennywidya buzzer yah?,2 bulan yang lalu,0,dennywidyabuzzer yah
@dennywidya,"​ @Nadhira-g3o iyah, neh gw abis di transfer 100 jeti neh",2 bulan yang lalu,0,nadhiragoiyah neh gw abis transfer jeti neh
@ViaFatia-kv1ux,Demo anarkis menjarah maling merampok merusak membakar rumah pejabat....merusak fasilitas umum...apa demo sprt itu yg kalian banggakan....?,2 bulan yang lalu,0,demo anarkis menjarah maling merampok merusak membakar rumah pejabatmerusak fasilitas umumapa demo sprt yg kalian banggakan
@asaSasa-wg3vt,itu ada anak zukhifi hasan  joged2 harta bisnis nya gk hbis 7 kturunann,2 bulan yang lalu,0,anak zukhifi hasan joged harta bisnis nya gk hbis kturunann
@SetianiAnis,​ @ViaFatia-kv1ux rmh pjbat  klau dirampok dibkar..maah msih punya sgudang rmh lgii..msih byk harta2nya,2 bulan yang lalu,0,viafatiakvuxrmh pjbat klau dirampok dibkarmaah msih punya sgudang rmh lgiimsih byk hartanya
@suhendihenndi1785,"iya bang kalo yang ini murni rakyat asli.
Bukan rakyat yang inonoh yang suka jual ayat",2 bulan yang lalu (diedit),0,iya bang kalo murni rakyat asli bukan rakyat inonoh suka jual ayat
@PutriTalitazahran-p1y4t,Menyatukan suara untuk ketidak Adilan,2 bulan yang lalu,0,menyatukan suara ketidak adilan
@irwan1812,"Inikah yg katanya wakil rakyat/ perpanjangan tangan rakyat?
Yg bodoh yg memilih mereka hanya karena uang 50/100/200 rb, penderitaan kita 5 th kedepan, karena sudah dibayar suara yg memilih, otomatis mereka seperti sudah tidak memiliki kewajiban lagi jika rakyat ingin memprotes kebijakan pemerintah",2 bulan yang lalu,0,inikah yg katanya wakil rakyat perpanjangan tangan rakyat yg bodoh yg memilih uang rb penderitaan th kedepan dibayar suara yg memilih otomatis memiliki kewajiban rakyat memprotes kebijakan pemerintah
@RizkyTea-w1x,Uya Eko kenapa kalian mengundang tragedi sebelum panik mikir dulu inilah akibat ulah kalian,2 bulan yang lalu,0,uya eko kalian mengundang tragedi panik mikir dulu inilah akibat ulah kalian
@anwarudin-sw2fs,Gimana masih mau joget joget lagi,2 bulan yang lalu,0,gimana mau joget joget
@DevanNur-v4g,Aku juga  lega gara2 DPR pada joget2 akhirnya jadi resah sendiri,2 bulan yang lalu,0,aku lega gara dpr joget akhirnya jadi resah sendiri
@HambaAllah-j7s,Kunjungi rumah 2 para pejabat 2 koropsii mas,2 bulan yang lalu,0,kunjungi rumah pejabat koropsii mas
@HambaAllah-j7s,Warisi harta benda para pejabat 2 koropsii itu uang rakyat yang di gondol Skrang ambil uangnya untuk rakyat,2 bulan yang lalu,0,warisi harta benda pejabat koropsii uang rakyat gondol skrang ambil uangnya rakyat
@HambaAllah-j7s,Datangi rumahnya para pejabat 2 yang korop jarah harta nya,2 bulan yang lalu,0,datangi rumahnya pejabat korop jarah harta nya
@RizkyTea-w1x,Walaupun mereka para koruptor saya ga mau menjarah harta mereka takut dosa biar saya hidup susah,2 bulan yang lalu,0,walaupun koruptor ga mau menjarah harta takut dosa biar hidup susah
@Mohcrucesignati,Nah ini poinnya. Audit semua pejabat pajak dan pejabat lain. Yakin nyaris semua akan ada temuan kasus,2 bulan yang lalu,0,nah poinnya audit semua pejabat pajak pejabat yakin nyaris semua temuan kasus
@antonandi-g5q,Bukan di Lindas di dorong dari belakang liat cctv nya Bro..ada pihak yang memanfaatkan situasi..masa gitu aja gak paham,2 bulan yang lalu,0,bukan lindas dorong belakang liat cctv nya broada pihak memanfaatkan situasimasa gitu aja gak paham
@RizkyTea-w1x,Pejabat sudah hilang ingatan demi uang ga punya rasa malu oleh negara negara luar  sudah tak ada harganya di mata dunia apalagi sama rakyat sendiri sudah menganggap sampah padahal masarakat lebih berharga negara Tampa rakyat siapa yg nanam padi emang mau pejabat garap tanah sawah,2 bulan yang lalu,0,pejabat hilang ingatan uang ga punya rasa malu negara negara luar tak harganya mata dunia sama rakyat sendiri menganggap sampah padahal masarakat lebih berharga negara tampa rakyat siapa yg nanam padi emang mau pejabat garap tanah sawah
@smithy_paula,"Ga bs maen bubar2in. Sistemnya ga salah, yg salah orang yang milih mereka2 ini. Inget, nyoblos punya konsekuensi. 3 cabang kekuasaan pemerintah itu sudah ideal. Kalo ga ada DPR siapa yang kontrol presiden? Yakin mau si bedul wowo pegang semua ditangan dia? Gak kan..",2 bulan yang lalu,0,ga bs maen bubarin sistemnya ga salah yg salah orang milih inget nyoblos punya konsekuensi cabang kekuasaan pemerintah ideal kalo ga dpr siapa kontrol presiden yakin mau si bedul wowo pegang semua ditangan gak kan
@sugenghendriatmoko99,"​ @smithy_paula ya mksdnya anggota DPR yg ini dibubarin, ganti yg baru yg bnr2 amanah😂😂",2 bulan yang lalu,0,smithypaulaya mksdnya anggota dpr yg dibubarin ganti yg baru yg bnr amanah
@stephanieloh8154,"mereka sadar terhadap apa yang mereka lakukan, tetapi mereka tidak peduli karena kita semua orang miskin",2 bulan yang lalu,0,sadar apa lakukan peduli semua orang miskin
@smithy_paula,"Gw yakin yg milih mereka skrg diem2 ngisep jempol. Nyoblos ga pake logika gtu. Artis, komedian, penyanyi dijadiin anggota DPR kaya mereka tau apa slaen cari duit duit duit tapi duit yang dimakan duit rakyat!",2 bulan yang lalu,0,gw yakin yg milih skrg diem ngisep jempol nyoblos ga pake logika gtu artis komedian penyanyi dijadiin anggota dpr kaya tau apa slaen cari duit duit duit duit dimakan duit rakyat
@AsimaGuruBahasa,Berkat? Itu musibah,2 bulan yang lalu,0,berkat musibah
@KolemEdan,Uya kuya yg bikin semangat😂😂😂,2 bulan yang lalu,0,uya kuya yg bikin semangat
@purba_parhorbo,betul bang,2 bulan yang lalu,0,betul bang
@RifqiPratama-jk4hw,Yang menaikan gaji DPR siapa blok,2 bulan yang lalu,0,menaikan gaji dpr siapa blok
@ryansyahery498,"😂😂😂😂😂demo itu hasil konspirasi,yg entah apa tujuan para elit,perencanaan yg mantap sperti covid19. mungkin untuk mengubah tatanan sosial dan ekonomi kali",2 bulan yang lalu (diedit),0,demo hasil konspirasiyg entah apa tujuan elitperencanaan yg mantap sperti covid mungkin mengubah tatanan sosial ekonomi kali
@thealt1234,"​​​ @ryansyahery498  mangkanya ini kalo demo ga tau tujuannya, ada 12 tuntutan,
Yg pertama itu sahkan RUU perampasan Aset untuk koruptor, gmana mau disahkan, yg korupsi banyak, orang DPR korupsi semua, BUMN waktu itu pertamina korupsi pertamax, blom lama Mentri ketangkep kasus korupsi, udah gitu presidenya ngelindungi kroni kroninya kapan mau ngebela rakyatnya.

Koruptor paling takut kalo hartanya disita dimiskinkan, ga punya duit, ini mah koruptor ketangkep masih bisa hidup enak makan duit hasil korupsi",2 bulan yang lalu (diedit),0,ryansyahery mangkanya kalo demo ga tau tujuannya tuntutan yg pertama sahkan ruu perampasan aset koruptor gmana mau disahkan yg korupsi banyak orang dpr korupsi semua bumn waktu pertamina korupsi pertamax blom lama mentri ketangkep kasus korupsi udah gitu presidenya ngelindungi kroni kroninya kapan mau ngebela rakyatnya koruptor paling takut kalo hartanya disita dimiskinkan ga punya duit mah koruptor ketangkep hidup enak makan duit hasil korupsi
@Zer0nE409-m1d,"Ketangkep korupsi minta amnesti.
Gaji 3jt per hari katanya nombok, dibandingkan dengan gaji 3jt per bulan.

Hebat negara konoha yang isinya badut semua",2 bulan yang lalu,0,ketangkep korupsi minta amnesti gaji jt per hari katanya nombok dibandingkan gaji jt per bulan hebat negara konoha isinya badut semua
@mateni8452,makanya jadi rakyat itu jangan hidup bergantung pada pemerintah di pulau jawa memang menderita tapi kami di sumatra kalimantan sulawesi papua dll hidup sejahtera tidak sepeti di jawa dikit2 demo dikit menyalahkan pemerintah karena cuma bergantung pada pemerintah.  tau diri dong gimana sih?,2 bulan yang lalu,0,makanya jadi rakyat jangan hidup bergantung pemerintah pulau jawa memang menderita sumatra kalimantan sulawesi papua hidup sejahtera sepeti jawa dikit demo dikit menyalahkan pemerintah cuma bergantung pemerintah tau diri dong gimana sih
@irwancp9999,Kalimantan sumatra papua sulawesi sejahtera?? Hhmmm intiristing,2 bulan yang lalu,0,kalimantan sumatra papua sulawesi sejahtera hhmmm intiristing
@irwancp9999,Turun dulu dari pohon baru ngomong,2 bulan yang lalu,0,turun dulu pohon baru ngomong
@nailaa2875,Ya bubar kan paa lge pemimpin y wanita...,2 bulan yang lalu,0,bubar kan paa lge pemimpin y wanita
@SuNari-b9h,"Plus kumpulan anak2 TK, taman kakek2 g punya malu",2 bulan yang lalu,0,plus kumpulan anak tk taman kakek g punya malu
@cargiewinata1963,Itu ada Artis zaman gw SD sampe Saiki masih di DPR enak bener gk ada masanya kaya menteri,2 bulan yang lalu,0,artis zaman gw sd sampe saiki dpr enak bener gk masanya kaya menteri
@KevinJo-ox8ce,"Bukan signifikan lagi ,di naikan dengan brutal ,ga pake otak sekali naik ratusan juta",2 bulan yang lalu,0,bukan signifikan naikan brutal ga pake otak sekali naik ratusan juta
@neneng1671,Bahkan hanya untuk mencari sesuap nasi saja sangat sulit 😢😢😢,2 bulan yang lalu,0,bahkan mencari sesuap nasi sangat sulit
@sriusman192,"Itu gajinya 650 jt perbulan blm termasuk bahas anggaran"" bisa miliaran, jgn deh milih parte dn dpr lagi.",2 bulan yang lalu,0,gajinya jt perbulan blm termasuk bahas anggaran miliaran jgn deh milih parte dn dpr
@lharadhana6128,Betul,2 bulan yang lalu,0,betul
@EthanElfathan,Serem ya .,2 bulan yang lalu,0,serem
@RizkyTea-w1x,Dari sekarang semua pejabat harus jujur mengemban tugas masing masing semua ini kericuhan di undang  oleh para pejabat ingat meraih kemerdekaan Indonesia sangat mahal pertumpahandarah,2 bulan yang lalu,0,sekarang semua pejabat jujur mengemban tugas masing masing semua kericuhan undang pejabat ingat meraih kemerdekaan indonesia sangat mahal pertumpahandarah
@WanOmar-r1v,Benar banget,2 bulan yang lalu,0,benar banget
@popelm01,"""belum termasuk dari hasil korupsi""",2 bulan yang lalu,0,termasuk hasil korupsi
@takikatolee7874,104 juta itu pun bagi saya sudah berkali2 lipat euy dr pendapat saya..,2 bulan yang lalu,0,juta berkali lipat euy dr pendapat
@nayafahmi4368,Betul,2 bulan yang lalu,0,betul
@FerNetGaming,"Iya,orang pengeluaran indonesia paling gede ke DPR guys,bukan untuk rakyat.",2 bulan yang lalu,0,iyaorang pengeluaran indonesia paling gede dpr guysbukan rakyat
@mispankaunang4249,Otw rumah krisdayanti,2 bulan yang lalu,0,otw rumah krisdayanti
@Zer0nE409-m1d,"1xx itu yang masuk di daftar gaji alias take home pay itu yang resmi yang katanya masih nombok.
Klo tunjangan diluar daftar gaji itu ga masuk hitungan pendapatan. Itu ""bonus""",2 bulan yang lalu,0,xx masuk daftar gaji alias take home pay resmi katanya nombok klo tunjangan diluar daftar gaji ga masuk hitungan pendapatan bonus
@sriusman192,"Berdasarkan bocor alus tempo, perbulan era skr gaji plus tunjangan perbulan 650 jt blm termasuk tambahan rapat"" dn bahas anggaran bisa miliaran.",2 bulan yang lalu (diedit),0,berdasarkan bocor alus tempo perbulan era skr gaji plus tunjangan perbulan jt blm termasuk tambahan rapat dn bahas anggaran miliaran
@mispankaunang4249,Apa kata kd krisdayanti😅,2 bulan yang lalu,0,apa kata kd krisdayanti
@SamunBasir-v5f,Ngerampok secara halus,2 bulan yang lalu,0,ngerampok halus
@HidayatiIbrahim,YaAllah sungguh mereka menguras uang negara😢😢😢,2 bulan yang lalu,0,yaallah sungguh menguras uang negara
@ninahumaerah2650,"Kabinet Prabowo jg menguras uang rakyat. Hapuskan wakil menteri, utusan khusus dan apapun namanya. Fungsinya jg tdk jelas dan tumpang tindih.",2 bulan yang lalu,0,kabinet prabowo jg menguras uang rakyat hapuskan wakil menteri utusan khusus apapun namanya fungsinya jg tdk jelas tumpang tindih
@Irfannsigma,Kerja nya nyolong gajih gede   cuman rapat HBS tidur,2 bulan yang lalu,0,kerja nya nyolong gajih gede cuman rapat hbs tidur
@acfilms_,Berpesta pora diatas penderitaan rakyat. SETAN !!!!🔥🔥,2 bulan yang lalu,0,berpesta pora diatas penderitaan rakyat setan
@acfilms_,Berpesta pora diatas penderitaan rakyat. SETAN !!!!🔥🔥,2 bulan yang lalu,0,berpesta pora diatas penderitaan rakyat setan
@ariasmade8384,"Ini dah kalo melawan ke hendak rakyat, banyak pejabat dan anggota dewan ga akan bisa tidur tenang.",3 bulan yang lalu,0,dah kalo melawan hendak rakyat banyak pejabat anggota dewan ga tidur tenang
@AzrulAfandy-t2h3c,Kami rakyat Malaysia mendoakan yang baik2 untuk rakyat Indonesia.....amin.....YRA....,2 bulan yang lalu,0,rakyat malaysia mendoakan baik rakyat indonesiaaminyra
@sunardi6157,Sumpah mau nangis saya lihat pejabat kaya gini. Bahagia diatas penderitaan rakyat,2 bulan yang lalu,0,sumpah mau nangis lihat pejabat kaya gini bahagia diatas penderitaan rakyat
@Mar-v7o2i,Dibalik gembira  pejabat dpr  berurai air mata setelah berjoget bersama sama didalam gedung dpr   berbahagia lah kalian diatas penderitaan rakyat,2 bulan yang lalu,0,dibalik gembira pejabat dpr berurai air mata berjoget bersama sama didalam gedung dpr berbahagia lah kalian diatas penderitaan rakyat
@satriyowicaksono5225,"Mereka hanya memikirkan perut sendiri.
Penderiraan rakyat, tahu - tapi nggak mau ngerti.",2 bulan yang lalu,0,memikirkan perut sendiri penderiraan rakyat tahu mau ngerti
@V-fisonta,Indonesia Darurat Korupsi. Rakyat yg sdh menderita makin dicekik dg pajak dan tdk ada pekerjaan. Para  Hedonis Dewan Penyiksa Rakyat & para Koruptor ini girang me nari2. Mmg Biadab para Tirani Hedonis ini..!!!!!,2 bulan yang lalu,0,indonesia darurat korupsi rakyat yg sdh menderita makin dicekik dg pajak tdk pekerjaan hedonis dewan penyiksa rakyat koruptor girang me nari mmg biadab tirani hedonis
@JikunDes,"Rakyat tinggal catat aja satu² siapa saja yg joged...next, jarah....
😂😂😂",2 bulan yang lalu,0,rakyat tinggal catat aja satu siapa yg jogednext jarah
@SitiHajar-cd9yj,Itu namanya berbahagia di atas penderitaan rakyat,2 bulan yang lalu,0,namanya berbahagia atas penderitaan rakyat
@HjTatiRohmayatiSpdmm,"terimakasih anak anak ibu negara yg berjuang demi negaranya, tidak takut mati, demi rakyatnya, semoga kalian semua penerus bangsa yang  membela kebenaran amiin",2 bulan yang lalu,0,terimakasih anak anak ibu negara yg berjuang negaranya takut mati rakyatnya semoga kalian semua penerus bangsa membela kebenaran amiin
@purwitoadi2485,"1. Syahkan UU Perampasan asset koruptor
2. Death Penalty koruptor
3. Puan turun
4. Sahroni turun
5. Turunkan peiabat Car-Muk❤",2 bulan yang lalu,0,syahkan uu perampasan asset koruptor death penalty koruptor puan turun sahroni turun turunkan peiabat carmuk
@rudisjafii9932,Seharus ny pemerintah mengutamakan kepentingan rakyat dan mendengar suara rakyat,2 bulan yang lalu,0,seharus ny pemerintah mengutamakan kepentingan rakyat mendengar suara rakyat
@antoemunyine5570,"Menari di atas penderitaan rakyat,,,",2 bulan yang lalu,0,menari atas penderitaan rakyat
@ichosichos5505,"Tujuan anggota DPR joget biar viral di luar negri bahwa orang Indonesia makmur dan bahagia...Ehh tahunya malah chaos, masyarakat ngamuk...",2 bulan yang lalu,0,tujuan anggota dpr joget biar viral luar negri orang indonesia makmur bahagiaehh tahunya malah chaos masyarakat ngamuk
@zero-mistake3606,"katanya lagi efisiensi anggaran  ,eh malah naikin gaji dpr yg gajinya dah tinggi ,kan kebijakan lucu",2 bulan yang lalu,0,katanya efisiensi anggaran eh malah naikin gaji dpr yg gajinya dah tinggi kan kebijakan lucu
@ayuyuliatri7027,Salah kita rakyat yang memilih anggota dpr tidak dari kalangan rakyat yang memang menjalankan hidup seperti rakyat biasa.,2 bulan yang lalu,0,salah rakyat memilih anggota dpr kalangan rakyat memang menjalankan hidup rakyat biasa
@silvanosanchesfilipe0285,Gembira diatas penderitaan orang,2 bulan yang lalu,0,gembira diatas penderitaan orang
@riskisiteba,Anggota DPR yg joget2 diarak dan dipajang di Monas. Biar masyarakat puas liatin wakil rakyatnya yg GK ngerti nasib rakyat yg lagi susah,2 bulan yang lalu,0,anggota dpr yg joget diarak dipajang monas biar masyarakat puas liatin wakil rakyatnya yg gk ngerti nasib rakyat yg susah
@equalizer21967,Anggota DPR fraksi PAN yg tidak punya empati Rakyat,2 bulan yang lalu,0,anggota dpr fraksi pan yg punya empati rakyat
@widhiid8053,"FOKUS kita jangan TERPECAH soal abang OJOL itu memang TRAGEDI dan sangat disayangkan ,tetap satukan langkah BUBARKAN DPR !!! amandemen UU bentuk DEWAN KESEJAHTERAAN RAKYAT dengan gaji+tunjangan maksimal 5x rata2 UMR NASIONAL atau 15-20juta/bulan dan akan naik jika berhasil menaikkan UMR NASIONAL 👈🇮🇩

-Dewan Malaysia:UMR NEGARA=9x
-Dewan Singapura:UMR NEGARA=2,4x
-Dewan Swedia=1,9x
-DPR KONOHA =34x",2 bulan yang lalu,0,fokus jangan terpecah soal abang ojol memang tragedi sangat disayangkan tetap satukan langkah bubarkan dpr amandemen uu bentuk dewan kesejahteraan rakyat gajitunjangan maksimal x rata umr nasional jutabulan naik berhasil menaikkan umr nasional dewan malaysiaumr negarax dewan singapuraumr negarax dewan swediax dpr konoha x
@miminurjanah8259,"Diluar  rakyat beraspirasi ingin di dengar tuntutannya ,malah di parlemen  bersenang  senang ,betapa marahnya seluruh rakyat",2 bulan yang lalu,0,diluar rakyat beraspirasi dengar tuntutannya malah parlemen bersenang senang betapa marahnya seluruh rakyat
@AgungJaya-u4o,Terimakasih..,2 bulan yang lalu,0,terimakasih
@Johnwick-keanu,makasih,2 bulan yang lalu,0,makasih
@RanimBjm,Terima kasih enak sekali di Malaysia bda sama dngn Indonesia,2 bulan yang lalu,0,terima kasih enak sekali malaysia bda sama dngn indonesia
@RizkyTea-w1x,Bagus biar rasa,2 bulan yang lalu,0,bagus biar rasa
@Kentir695,Betul kan aku bilang hidup jokowi ... Hidup mas gibran ... ✊,2 bulan yang lalu (diedit),0,betul kan aku bilang hidup jokowi hidup mas gibran
@Kentir695,"Betul kan aku bilang, hidup jokowi .. hidup gibran ✊",2 bulan yang lalu (diedit),0,betul kan aku bilang hidup jokowi hidup gibran
@aria1016,Sah kan UU pejabat dilarang pake rotator tet tot tet tot di jalan rakyat lg macet...kecuali ambulan dan damkar saja.,2 bulan yang lalu (diedit),0,sah kan uu pejabat dilarang pake rotator tet tot tet tot jalan rakyat lg macetkecuali ambulan damkar
@gorilladisco9108,"1:20 - 1:45
Catat wajah-wajah dan nama-nama mereka.",2 bulan yang lalu,0,catat wajahwajah namanama
@fansberat3436,"Bodoh emang , udah tau rakyat lagi susah payah cari duit dan di cekik sana sini oleh pajak",2 bulan yang lalu,0,bodoh emang udah tau rakyat susah payah cari duit cekik sana sini pajak
